HoldOutSet,TorH,Team,TeamVS,tAbrev,vsAbrev,tType,tTeamVS,gType,rec,hInd,smGrp,hNgrp,aNnon,recW,recL,recT,recWpct,recWpctXwk,ELO,ELOchgPct,ELO13pct,vsrecW,vsrecL,vsrecT,vsrecWpct,vsrecWpctXwk,vsELO,vsELOchgPct,vsELO13pct,week,lookup,Home,Road,line,linesag,linepfz,lineARGH,lineavg,linepig,linenutshell,lineexcel,linedunk,linepyth,lineelo,lineeff,linesaggm,linel2,linel1,linel2h,linefox,lineca,lineesp2,linesagr,linesagpred,linepi,linemidweek,lineopen,linecurry,linemass,linekasulis,lineturner,linedonchess,linepim,linelog,linepugh,lineteamrank,linemedian,linekerns,linejens,lineash,lineffw,lineburd,linedok,linepib,linejens2,lineclean,linewhatif,lineespn,linerwp,linedwig,linegt,lineexcel2,linelinx,linestjohn,lineppg,linel2to,lineherbert,linepr,lineiron,linekalin,linestd,rscore,hscore,actLine,tPts,vsPts,aLnDiff,aLnFlip,tCnt,hCnt,aCnt
0,T,Buffalo,LA Chargers,BUF,LAC,AE,AW,H,0-1,1,0,0,0,0,1,0,0,0,1476,-0.0173,1.1354,0,1,0,0,0,1518,-0.0175,1.1677,2,2Buffalo,Buffalo,LA Chargers,-7.5,-2.59,1.01,1,-4.49,-6,-19,-7,-7.56,-3.95,-2.53,-1.5,-2.07,-11.91,-15,-7,-7,-7,-5.3,-0.51,-3.6,-5.5,-7,-7,-4.87,-0.87,-3.6,2.45,-2.81,-6.3,-2.65,-10.96,-6.6,-3.68,-8.2,-0.32,-3,-1,-6.3,-4.48,-5.7,0.6,0.01,1,-7.52,-6.4,-3.45,-3,-9,2.41,-3.76,-2.25,-10.13,-6.85,-8.5,-1.96,-1.63,4.318200854,31,20,-11,20,31,-3.5,0,1,0,1
0,T,Chicago,Seattle,CHI,SEA,NN,NW,H,0-1,1,0,0,0,0,1,0,0,0,1439,-0.0035,1.1069,0,1,0,0,0,1530,-0.0097,1.1769,2,2Chicago,Chicago,Seattle,4.5,0.49,3.56,-0.25,0.3,3,-6,-5,1.35,-1.48,0.1,0.19,-0.23,-0.19,0.01,-7.55,1,3.5,2,1.19,0.19,1.2,3.5,3,4.28,-0.75,1,-1.17,-0.1,1.1,-3.47,1.55,2.1,0.42,2.2,1.4,1,-6,3.2,-0.77,1.9,-1.9,0.01,-6.2,2.86,-2.56,7.65,3.5,-3,-1.3,0.35,-4.38,-0.9,4.92,3.6,0.84,1.4,2.604767246,17,24,7,24,17,2.5,0,1,0,1
0,T,Cincinnati,Baltimore,CIN,BAL,AN,AN,H,1-0,1,1,1,0,1,0,0,1,2,1499,0.017,1.1531,1,0,0,1,2,1562,0.0169,1.2015,2,2Cincinnati,Cincinnati,Baltimore,0,-1.15,-2.65,-1,-3.21,-2,-19,-4,-6.02,-3.86,-0.33,-1.56,-0.47,-10.9,-11.6,-14.38,-5,0,-0.6,0.74,-2.04,-0.7,-1,-2,-0.1,-2.8,-1.2,1.46,-2.21,-1,-0.56,-12.6,0.1,-2.09,-5.6,-3.29,-5,-2,-3.3,-3.83,-1,-0.27,-2,-3.5,-2.15,-5.73,-5.05,1,-8,3.02,-1.29,-4.56,-5.66,-0.04,-0.2,-1.85,-0.94,3.917184537,23,34,11,34,23,11,1,1,0,1
0,T,Dallas,N.Y. Giants,DAL,NYG,NE,NE,H,0-1,1,1,1,0,0,1,0,0,0,1530,-0.011,1.1769,0,1,0,0,0,1397,-0.0106,1.0746,2,2Dallas,Dallas,N.Y. Giants,3,5.65,9.14,4,7.17,5,21,5,9.27,10.46,6.25,8.5,5.97,9.37,4.1,2.53,14,4,3.7,5.05,5.95,5.3,3,3.5,13,9.38,4.5,9.58,5.69,5.4,6.79,8.34,5.3,6.08,7.2,12.92,4,6,11,7.24,5,3.4,7,1,8,14.04,-1.3,5,4,7.59,6.06,8.75,9.53,-1.46,4.3,6.09,4.67,3.694912575,13,20,7,20,13,4,0,1,0,1
0,T,Denver,Oakland,DEN,OAK,AW,AW,H,1-0,1,1,1,0,1,0,0,1,2,1465,0.0103,1.1269,0,1,0,0,0,1434,-0.0205,1.1031,2,2Denver,Denver,Oakland,6,5.43,7.89,-0.25,4.45,4,-2,3,7.97,2.08,8.09,2.54,4.94,0.01,-1.6,5.28,5,6,5.5,6.87,4.73,6.8,6,6,8.59,2.98,5.5,1.7,1.29,6,-0.11,5.3,4.9,4.89,8.8,12.04,4,5,8.7,4.34,6.1,0.64,4,5.2,4.95,-0.45,8.55,5,8,2.18,4.84,1.25,-1.27,3.81,3.9,3.71,3.64,3.05695167,19,20,1,20,19,-5,0,1,1,0
0,T,Green Bay,Minnesota,GB,MIN,NN,NN,H,1-0,1,1,1,0,1,0,0,1,2,1477,0.0034,1.1362,1,0,0,1,2,1612,0.0062,1.24,2,2Green Bay,Green Bay,Minnesota,-3,0.23,-6.37,-1,-3.36,1,-17,-7,-9.01,-4.11,-6.55,-1.89,0.54,-9.74,-7,-11.84,0.01,-3,-0.2,0.77,-0.03,-1.1,0,2,-11.11,-4.9,-0.5,-3.36,-0.01,0.1,-6.99,-6.48,0.6,-1.78,-5.7,-7.67,-1,1,-9.2,-3.06,-1.4,-0.15,-0.5,-8.5,3.48,-10.56,2.9,2.5,-7,-3.34,-2.31,-1.22,-6.98,-1.81,-0.2,-1.08,-1.67,4.373054208,29,29,0,29,29,3,1,1,1,0
0,T,Jacksonville,New England,JAX,NE,AS,AE,H,1-0,1,0,0,0,1,0,0,1,2,1549,0.0098,1.1915,1,0,0,1,2,1656,0.003,1.2738,2,2Jacksonville,Jacksonville,New England,-1.5,-1.89,1.39,-2,0.08,0.01,-7,3,-0.3,2.81,4.33,2.23,-2.64,1.98,3,5.85,-2,-1.5,-0.1,-0.57,-2.56,0.8,-1.5,-2.5,-2.62,-1.47,1.9,0.38,-1.61,-0.3,-2.25,-0.33,-1,-0.27,-2.7,0.13,1,-5,3.2,-0.24,1,-2.37,3,3.7,0.17,-2.87,6.45,-1,6,-1.38,-0.94,-1.05,-0.79,-1.18,-0.7,1.01,1.82,2.446378656,20,31,11,31,20,12.5,1,1,0,1
0,T,LA Rams,Arizona,LAR,ARI,NW,NW,H,1-0,1,1,1,0,1,0,0,1,2,1560,0.0196,1.2,0,1,0,0,0,1446,-0.0249,1.1123,2,2LA Rams,LA Rams,Arizona,12.5,12.26,3.91,3,10.67,17,23,6,13.76,10.92,9.34,9.01,11.43,7,7,16,12,12.5,12.9,12.71,12.07,11.9,13,13,9.54,6.34,13.3,5.11,10.99,13.9,10.78,20.26,12.3,11.94,19.1,17.01,7,5,14.6,11.97,12.9,1.04,6,1.7,15.03,12.56,-1.1,13.5,13,3.74,11.27,12.44,15.91,13.24,12.7,7.58,10.09,4.948721414,0,34,34,34,0,21.5,0,1,0,1
0,T,N.Y. Jets,Miami,NYJ,MIA,AE,AE,H,1-0,1,1,1,0,1,0,0,1,2,1485,0.037,1.1423,1,0,0,1,2,1469,0.0131,1.13,2,2N.Y. Jets,N.Y. Jets,Miami,2.5,4.22,6.75,2,4.89,5,7,14,11.25,4.2,6.79,3.85,3.13,3.06,8,6.1,5,2.5,3.8,5.25,3.89,5.1,3,3.5,7.12,2.5,4.7,1.66,0.39,5.8,-1.46,10.81,4.1,4.21,1.3,11.32,5,4,10.5,0.76,5.2,0.07,3,4.1,4.4,1.54,6.1,2.5,15,0.31,3.76,3.06,-0.35,-3.27,2.3,4.76,4.35,3.513324491,20,12,-8,12,20,-10.5,1,1,0,1
0,T,New Orleans,Cleveland,NO,CLE,NS,AN,H,0-1,1,0,0,0,0,1,0,0,0,1549,-0.0221,1.1915,0,0,1,0,0,1311,0.0069,1.0085,2,2New Orleans,New Orleans,Cleveland,9.5,8.73,14.33,11,12.97,8,39,22,11.83,14.82,10.63,12.17,10.37,15.67,7,7,14,9.5,6.6,5.82,10.34,12.7,9,9,18.16,16.9,4.7,21.08,13.09,12.8,7,17.9,8.6,12.08,18.1,11.71,10,13,9.4,9.23,12.4,6.08,10,10.5,9.3,18.79,12.15,8,19,21.04,12.02,15.43,10.4,7.49,15.4,8.21,7.56,5.671520651,18,21,3,21,18,-6.5,0,1,1,0
0,T,Pittsburgh,Kansas City,PIT,KC,AN,AW,H,0-0-1,1,0,0,0,0,0,1,0,0,1587,-0.0056,1.2208,1,0,0,1,2,1598,0.0172,1.2292,2,2Pittsburgh,Pittsburgh,Kansas City,4,2.97,6.38,3,3.15,4,3,3,-0.57,3.72,-1.02,3.37,3.89,7.35,10,10.39,3,4,3.4,1.5,3.6,4.4,4,4,2.47,2.01,1.7,5.74,5.69,4.2,10.44,1.2,6.3,3.18,-0.7,-3.75,3,1,-1.4,4,3.4,0.7,5,1.9,5.32,7.52,5.65,3.5,-1,4.64,3.37,1.24,11.18,3.46,5.5,2.19,1.85,2.786778734,42,37,-5,37,42,-9,1,1,0,1
0,T,San Francisco,Detroit,SF,DET,NW,NN,H,0-1,1,0,0,0,0,1,0,0,0,1460,-0.0068,1.1231,0,1,0,0,0,1470,-0.0348,1.1308,2,2San Francisco,San Francisco,Detroit,6,5.03,0.9,-0.25,4.26,11,6,-3,17.22,-0.61,8.49,0.27,3.98,-1.08,-2,-1.29,7,6,6.9,6.53,4.67,3.7,6,5.5,9.25,-1.57,7.4,1.24,5.09,4.4,-1.52,7.96,5.9,3.99,-2.5,12.74,4,-2,18.9,6.54,3.8,-0.98,-0.5,-2.3,9.3,2.53,15.55,6,-4,3.53,4,-2.94,-1.25,3.73,3.6,3.51,4.63,5.512719693,27,30,3,30,27,-3,0,1,0,1
0,T,Tampa Bay,Philadelphia,TB,PHI,NS,NE,H,1-0,1,0,0,0,1,0,0,1,2,1505,0.0238,1.1577,1,0,0,1,2,1660,0.0079,1.2769,2,2Tampa Bay,Tampa Bay,Philadelphia,-3.5,-2.92,-12.47,-1,-4.55,-5,-16,-9,-5,-5.64,-0.67,-3.6,-3.9,-9.63,-11,-7.81,-8,-3.5,-1.5,-0.81,-3.88,-2.3,-3.5,-3,-8.47,-4.66,0.1,-6.06,-4.61,-3.4,-7.04,-5.92,-2.5,-4.15,-5.5,0.4,0.01,-5,-4.4,-2.96,-1.3,-1.13,-3,-9.9,-3.47,-10.57,15.3,-1,-8,-3.22,-3.22,-6.06,-10.35,-2.15,-11.7,-1.18,-2.87,4.663347558,21,27,6,27,21,9.5,1,1,0,1
0,T,Tennessee,Houston,TEN,HOU,AS,AS,H,0-1,1,1,1,0,0,1,0,0,0,1476,-0.0127,1.1354,0,1,0,0,0,1393,-0.0036,1.0715,2,2Tennessee,Tennessee,Houston,-3.5,1.04,9.44,1,4.63,-1,20,16,10.13,5.15,3.89,4.64,1.55,6.53,7.13,13.68,5,-2,-0.01,1,1.03,0.2,-1,-2.5,14.45,6.1,-0.02,8.91,3.89,0.4,10.61,2.19,1.2,3.89,0.01,6.17,0.01,2,9.5,2.42,0.1,1.56,1.5,6.7,2.4,13.65,-6.5,0.01,16,8.58,3.91,1.43,6.48,-3.91,2.1,4.63,4.03,5.166132335,17,20,3,20,17,6.5,1,1,0,1
0,T,Washington,Indianapolis,WSH,IND,NE,AS,H,1-0,1,0,0,0,1,0,0,1,2,1509,0.0251,1.1608,0,1,0,0,0,1382,-0.0178,1.0631,2,2Washington,Washington,Indianapolis,6,7.77,4.49,5,9.08,7,26,11,15.16,7.19,10.08,6.33,6.84,7.38,10.9,-0.93,6,6,6.8,9.58,7.03,10.9,6,4.5,14.3,10.38,8.2,6.69,5.79,12.3,8.37,15.24,8.7,7.51,16.4,17.74,7,5,14.1,7.66,11.5,2.75,7.5,4.1,7.42,13.07,5.35,5.5,9,6.08,9.52,6.94,7.76,3.47,5.9,6.48,7.51,4.220114038,21,9,-12,9,21,-18,1,1,0,1
0,T,Carolina,Atlanta,CAR,ATL,NS,NS,A,1-0,0,1,0,0,1,0,0,1,2,1567,0.011,1.2054,0,1,0,0,0,1588,-0.0081,1.2215,2,2Atlanta,Atlanta,Carolina,6,2.31,2.47,0.25,3.26,6,14,6,6.1,4.05,3.11,3.83,2.4,0.52,3,6.56,9,5.5,2.3,0.45,3.28,4.7,6,5.5,6.56,4.39,-0.02,3.01,4.29,4.9,-1.63,2.32,4.7,3.39,2.1,5.7,-1,3,8.1,3.24,4.5,1.91,1.5,-1,5.56,3.66,-16.75,3.5,3,4.75,3.69,1.28,2.16,8.03,4.8,3.55,1.57,3.872870164,24,31,7,24,31,1,0,1,1,0
0,T,LA Chargers,Buffalo,LAC,BUF,AW,AE,A,0-1,0,0,0,1,0,1,0,0,0,1518,-0.0175,1.1677,0,1,0,0,0,1476,-0.0173,1.1354,2,2Buffalo,Buffalo,LA Chargers,-7.5,-2.59,1.01,1,-4.49,-6,-19,-7,-7.56,-3.95,-2.53,-1.5,-2.07,-11.91,-15,-7,-7,-7,-5.3,-0.51,-3.6,-5.5,-7,-7,-4.87,-0.87,-3.6,2.45,-2.81,-6.3,-2.65,-10.96,-6.6,-3.68,-8.2,-0.32,-3,-1,-6.3,-4.48,-5.7,0.6,0.01,1,-7.52,-6.4,-3.45,-3,-9,2.41,-3.76,-2.25,-10.13,-6.85,-8.5,-1.96,-1.63,4.318200854,31,20,-11,31,20,-3.5,0,1,1,0
0,T,Seattle,Chicago,SEA,CHI,NW,NN,A,0-1,0,0,0,1,0,1,0,0,0,1530,-0.0097,1.1769,0,1,0,0,0,1439,-0.0035,1.1069,2,2Chicago,Chicago,Seattle,4.5,0.49,3.56,-0.25,0.3,3,-6,-5,1.35,-1.48,0.1,0.19,-0.23,-0.19,0.01,-7.55,1,3.5,2,1.19,0.19,1.2,3.5,3,4.28,-0.75,1,-1.17,-0.1,1.1,-3.47,1.55,2.1,0.42,2.2,1.4,1,-6,3.2,-0.77,1.9,-1.9,0.01,-6.2,2.86,-2.56,7.65,3.5,-3,-1.3,0.35,-4.38,-0.9,4.92,3.6,0.84,1.4,2.604767246,17,24,7,17,24,2.5,0,1,0,1
0,T,Baltimore,Cincinnati,BAL,CIN,AN,AN,A,1-0,0,1,0,0,1,0,0,1,2,1562,0.0169,1.2015,1,0,0,1,2,1499,0.017,1.1531,2,2Cincinnati,Cincinnati,Baltimore,0,-1.15,-2.65,-1,-3.21,-2,-19,-4,-6.02,-3.86,-0.33,-1.56,-0.47,-10.9,-11.6,-14.38,-5,0,-0.6,0.74,-2.04,-0.7,-1,-2,-0.1,-2.8,-1.2,1.46,-2.21,-1,-0.56,-12.6,0.1,-2.09,-5.6,-3.29,-5,-2,-3.3,-3.83,-1,-0.27,-2,-3.5,-2.15,-5.73,-5.05,1,-8,3.02,-1.29,-4.56,-5.66,-0.04,-0.2,-1.85,-0.94,3.917184537,23,34,11,23,34,11,1,1,1,0
0,T,N.Y. Giants,Dallas,NYG,DAL,NE,NE,A,0-1,0,1,0,0,0,1,0,0,0,1397,-0.0106,1.0746,0,1,0,0,0,1530,-0.011,1.1769,2,2Dallas,Dallas,N.Y. Giants,3,5.65,9.14,4,7.17,5,21,5,9.27,10.46,6.25,8.5,5.97,9.37,4.1,2.53,14,4,3.7,5.05,5.95,5.3,3,3.5,13,9.38,4.5,9.58,5.69,5.4,6.79,8.34,5.3,6.08,7.2,12.92,4,6,11,7.24,5,3.4,7,1,8,14.04,-1.3,5,4,7.59,6.06,8.75,9.53,-1.46,4.3,6.09,4.67,3.694912575,13,20,7,13,20,4,0,1,1,0
0,T,Oakland,Denver,OAK,DEN,AW,AW,A,0-1,0,1,0,0,0,1,0,0,0,1434,-0.0205,1.1031,1,0,0,1,2,1465,0.0103,1.1269,2,2Denver,Denver,Oakland,6,5.43,7.89,-0.25,4.45,4,-2,3,7.97,2.08,8.09,2.54,4.94,0.01,-1.6,5.28,5,6,5.5,6.87,4.73,6.8,6,6,8.59,2.98,5.5,1.7,1.29,6,-0.11,5.3,4.9,4.89,8.8,12.04,4,5,8.7,4.34,6.1,0.64,4,5.2,4.95,-0.45,8.55,5,8,2.18,4.84,1.25,-1.27,3.81,3.9,3.71,3.64,3.05695167,19,20,1,19,20,-5,0,1,1,0
0,T,Minnesota,Green Bay,MIN,GB,NN,NN,A,1-0,0,1,0,0,1,0,0,1,2,1612,0.0062,1.24,1,0,0,1,2,1477,0.0034,1.1362,2,2Green Bay,Green Bay,Minnesota,-3,0.23,-6.37,-1,-3.36,1,-17,-7,-9.01,-4.11,-6.55,-1.89,0.54,-9.74,-7,-11.84,0.01,-3,-0.2,0.77,-0.03,-1.1,0,2,-11.11,-4.9,-0.5,-3.36,-0.01,0.1,-6.99,-6.48,0.6,-1.78,-5.7,-7.67,-1,1,-9.2,-3.06,-1.4,-0.15,-0.5,-8.5,3.48,-10.56,2.9,2.5,-7,-3.34,-2.31,-1.22,-6.98,-1.81,-0.2,-1.08,-1.67,4.373054208,29,29,0,29,29,3,1,1,1,0
0,T,New England,Jacksonville,NE,JAX,AE,AS,A,1-0,0,0,0,1,1,0,0,1,2,1656,0.003,1.2738,1,0,0,1,2,1549,0.0098,1.1915,2,2Jacksonville,Jacksonville,New England,-1.5,-1.89,1.39,-2,0.08,0.01,-7,3,-0.3,2.81,4.33,2.23,-2.64,1.98,3,5.85,-2,-1.5,-0.1,-0.57,-2.56,0.8,-1.5,-2.5,-2.62,-1.47,1.9,0.38,-1.61,-0.3,-2.25,-0.33,-1,-0.27,-2.7,0.13,1,-5,3.2,-0.24,1,-2.37,3,3.7,0.17,-2.87,6.45,-1,6,-1.38,-0.94,-1.05,-0.79,-1.18,-0.7,1.01,1.82,2.446378656,20,31,11,20,31,12.5,1,1,1,0
0,T,Arizona,LA Rams,ARI,LAR,NW,NW,A,0-1,0,1,0,0,0,1,0,0,0,1446,-0.0249,1.1123,1,0,0,1,2,1560,0.0196,1.2,2,2LA Rams,LA Rams,Arizona,12.5,12.26,3.91,3,10.67,17,23,6,13.76,10.92,9.34,9.01,11.43,7,7,16,12,12.5,12.9,12.71,12.07,11.9,13,13,9.54,6.34,13.3,5.11,10.99,13.9,10.78,20.26,12.3,11.94,19.1,17.01,7,5,14.6,11.97,12.9,1.04,6,1.7,15.03,12.56,-1.1,13.5,13,3.74,11.27,12.44,15.91,13.24,12.7,7.58,10.09,4.948721414,0,34,34,0,34,21.5,0,1,1,0
0,T,Miami,N.Y. Jets,MIA,NYJ,AE,AE,A,1-0,0,1,0,0,1,0,0,1,2,1469,0.0131,1.13,1,0,0,1,2,1485,0.037,1.1423,2,2N.Y. Jets,N.Y. Jets,Miami,2.5,4.22,6.75,2,4.89,5,7,14,11.25,4.2,6.79,3.85,3.13,3.06,8,6.1,5,2.5,3.8,5.25,3.89,5.1,3,3.5,7.12,2.5,4.7,1.66,0.39,5.8,-1.46,10.81,4.1,4.21,1.3,11.32,5,4,10.5,0.76,5.2,0.07,3,4.1,4.4,1.54,6.1,2.5,15,0.31,3.76,3.06,-0.35,-3.27,2.3,4.76,4.35,3.513324491,20,12,-8,20,12,-10.5,1,1,1,0
0,T,Cleveland,New Orleans,CLE,NO,AN,NS,A,0-0-1,0,0,0,1,0,0,1,0,0,1311,0.0069,1.0085,0,1,0,0,0,1549,-0.0221,1.1915,2,2New Orleans,New Orleans,Cleveland,9.5,8.73,14.33,11,12.97,8,39,22,11.83,14.82,10.63,12.17,10.37,15.67,7,7,14,9.5,6.6,5.82,10.34,12.7,9,9,18.16,16.9,4.7,21.08,13.09,12.8,7,17.9,8.6,12.08,18.1,11.71,10,13,9.4,9.23,12.4,6.08,10,10.5,9.3,18.79,12.15,8,19,21.04,12.02,15.43,10.4,7.49,15.4,8.21,7.56,5.671520651,18,21,3,18,21,-6.5,0,1,1,0
0,T,Kansas City,Pittsburgh,KC,PIT,AW,AN,A,1-0,0,0,0,1,1,0,0,1,2,1598,0.0172,1.2292,0,0,1,0,0,1587,-0.0056,1.2208,2,2Pittsburgh,Pittsburgh,Kansas City,4,2.97,6.38,3,3.15,4,3,3,-0.57,3.72,-1.02,3.37,3.89,7.35,10,10.39,3,4,3.4,1.5,3.6,4.4,4,4,2.47,2.01,1.7,5.74,5.69,4.2,10.44,1.2,6.3,3.18,-0.7,-3.75,3,1,-1.4,4,3.4,0.7,5,1.9,5.32,7.52,5.65,3.5,-1,4.64,3.37,1.24,11.18,3.46,5.5,2.19,1.85,2.786778734,42,37,-5,42,37,-9,1,1,0,1
0,T,Detroit,San Francisco,DET,SF,NN,NW,A,0-1,0,0,0,1,0,1,0,0,0,1470,-0.0348,1.1308,0,1,0,0,0,1460,-0.0068,1.1231,2,2San Francisco,San Francisco,Detroit,6,5.03,0.9,-0.25,4.26,11,6,-3,17.22,-0.61,8.49,0.27,3.98,-1.08,-2,-1.29,7,6,6.9,6.53,4.67,3.7,6,5.5,9.25,-1.57,7.4,1.24,5.09,4.4,-1.52,7.96,5.9,3.99,-2.5,12.74,4,-2,18.9,6.54,3.8,-0.98,-0.5,-2.3,9.3,2.53,15.55,6,-4,3.53,4,-2.94,-1.25,3.73,3.6,3.51,4.63,5.512719693,27,30,3,27,30,-3,0,1,1,0
0,T,Philadelphia,Tampa Bay,PHI,TB,NE,NS,A,1-0,0,0,0,1,1,0,0,1,2,1660,0.0079,1.2769,1,0,0,1,2,1505,0.0238,1.1577,2,2Tampa Bay,Tampa Bay,Philadelphia,-3.5,-2.92,-12.47,-1,-4.55,-5,-16,-9,-5,-5.64,-0.67,-3.6,-3.9,-9.63,-11,-7.81,-8,-3.5,-1.5,-0.81,-3.88,-2.3,-3.5,-3,-8.47,-4.66,0.1,-6.06,-4.61,-3.4,-7.04,-5.92,-2.5,-4.15,-5.5,0.4,0.01,-5,-4.4,-2.96,-1.3,-1.13,-3,-9.9,-3.47,-10.57,15.3,-1,-8,-3.22,-3.22,-6.06,-10.35,-2.15,-11.7,-1.18,-2.87,4.663347558,21,27,6,21,27,9.5,1,1,1,0
0,T,Houston,Tennessee,HOU,TEN,AS,AS,A,0-1,0,1,0,0,0,1,0,0,0,1393,-0.0036,1.0715,0,1,0,0,0,1476,-0.0127,1.1354,2,2Tennessee,Tennessee,Houston,-3.5,1.04,9.44,1,4.63,-1,20,16,10.13,5.15,3.89,4.64,1.55,6.53,7.13,13.68,5,-2,-0.01,1,1.03,0.2,-1,-2.5,14.45,6.1,-0.02,8.91,3.89,0.4,10.61,2.19,1.2,3.89,0.01,6.17,0.01,2,9.5,2.42,0.1,1.56,1.5,6.7,2.4,13.65,-6.5,0.01,16,8.58,3.91,1.43,6.48,-3.91,2.1,4.63,4.03,5.166132335,17,20,3,17,20,6.5,1,1,0,1
0,T,Indianapolis,Washington,IND,WSH,AS,NE,A,0-1,0,0,0,1,0,1,0,0,0,1382,-0.0178,1.0631,1,0,0,1,2,1509,0.0251,1.1608,2,2Washington,Washington,Indianapolis,6,7.77,4.49,5,9.08,7,26,11,15.16,7.19,10.08,6.33,6.84,7.38,10.9,-0.93,6,6,6.8,9.58,7.03,10.9,6,4.5,14.3,10.38,8.2,6.69,5.79,12.3,8.37,15.24,8.7,7.51,16.4,17.74,7,5,14.1,7.66,11.5,2.75,7.5,4.1,7.42,13.07,5.35,5.5,9,6.08,9.52,6.94,7.76,3.47,5.9,6.48,7.51,4.220114038,21,9,-12,21,9,-18,1,1,1,0
0,T,Arizona,Chicago,ARI,CHI,NW,NN,H,0-2,1,0,0,0,0,2,0,0,0,1428,-0.0118,1.0985,1,1,0,1,3,1462,0.016,1.1246,3,3Arizona,Arizona,Chicago,-5.5,-2.1,4.34,1,-1.78,-4,7.5,3,-3.03,2.86,-8.39,3.03,-1.63,0.38,2.33,-3.69,-4,-5,-4.1,-2.88,-1.73,-1.6,-5.5,-5.5,-0.23,-1.55,-2.2,-10.33,-1.15,-2.3,3.61,-10.74,-1,-1.95,-6,-9.18,-4,4,-6.4,-2.5,-2.8,1.6,3.5,7.8,-1.95,-3.97,-11.8,-5,1,11.88,-5.43,3.94,0.84,-9.02,-4.1,-0.34,-1.59,4.534722284,16,14,-2,14,16,3.5,0,2,1,1
0,T,Atlanta,New Orleans,ATL,NO,NS,NS,H,1-1,1,1,1,0,1,1,0,1,3,1603,0.0094,1.2331,1,1,0,1,3,1553,0.0026,1.1946,3,3Atlanta,Atlanta,New Orleans,2,4.5,2.5,1,4.56,5,21.5,6,8.49,1.1,9.45,1.53,3.48,3.38,3,5.69,8,2,4.6,4.71,4.43,3.5,3,3.5,10.57,4.15,6.2,4.45,3.46,3.5,3.18,6.8,3.7,3.96,10.9,9.73,-3,1,10.5,5.14,3.7,1.47,-1,-6,5.13,4.1,-9.15,3,-3,4.88,3.96,-3.89,1.67,2.31,3,3.81,4.26,7.46557409,43,37,-6,37,43,-8,1,2,1,1
0,T,Baltimore,Denver,BAL,DEN,AN,AW,H,1-1,1,0,0,0,1,1,0,1,3,1537,-0.016,1.1823,2,0,0,1,3,1470,0.0034,1.1308,3,3Baltimore,Baltimore,Denver,5.5,5.78,7.33,5,8.96,4,10,7,12.59,11.21,9.75,8.79,3.79,7,7,7,13,6,5.6,2.59,7.48,5.9,5.5,4.5,9.34,8.99,6.3,-2.71,6.33,6.9,7.84,13.57,6.4,7.66,8.4,13.44,9,8,12.7,4.15,6.6,2.63,2,4.3,10.9,15.38,14.1,6,26,5.73,8.92,8.63,13.38,4.45,7.4,7.66,5.69,5.614578469,14,27,13,27,14,7.5,0,2,1,1
